,Author_Name,Comment_Text,Updated_Time,Likes_Count
2463,@bakokurtishi,Mercedes s class 2006 startet this interior with screens 👑,2022-09-20T18:22:32Z,0
2464,@nathanguerrero2219,"the should have made it look more like the 2005-2014, i mean the body not the engine, it looks like a camero now",2022-09-20T18:09:43Z,0
2465,@brandonblackman994,FUGLY,2022-09-20T18:09:40Z,0
2466,@jeffburger3686,"It's beautiful sharp body lines are gone, looks too much like a Camaro or Hellcat.",2022-09-20T18:06:29Z,0
2467,@albertj3421,Anybody feel a little disappointed in the giant TV screen dashboard?  The outside is beautiful just that dash is kinda bumming me out.,2022-09-20T18:04:55Z,0
2468,@juansaladzar,Had to dislike video too many f_cking ads a_shole!,2022-09-20T18:01:04Z,0
2469,@carstuff4u942,"Ford has presented the HP numbers.
GT 5.0 is 480hp. DarkHorse is 500hp.",2022-09-20T17:57:16Z,0
2470,@CherryCoke-qi1kz,it looks like a camaro.,2022-09-20T17:51:36Z,0
2471,@RaceX13,Yep and it even comes with a tramp stamp.... God damn Camaro...,2022-09-20T17:47:32Z,0
2472,@juanzamora8724,YUK! Exterior is hilarious while the interior looks 🤮,2022-09-20T17:47:17Z,0
2473,@ur1loss1bro50,Funny to see they didnt include the mach E on the window graphic 🤣 almost as if they knew it wasn't a mustang to begin with and only capitalized of the name,2022-09-20T17:44:04Z,0
2474,@Gu3ssWhoki113dU1,I love it,2022-09-20T17:42:31Z,0
2475,@mohammedtimbo3136,Bro that’s a Camaro,2022-09-20T17:29:21Z,0
2476,@Makuzi1509,🤢🤮,2022-09-20T17:25:51Z,0
2477,@ebigford34,guessing there will be at least 50 of these at SEMA this year haha,2022-09-20T17:23:48Z,0
2478,@gurkdoinwork,haha welcome to Farmington Hills. assumes that's from Tom Holzer,2022-09-20T17:10:23Z,0
2479,@BendOver69420lol,wannabe camaro,2022-09-20T17:03:54Z,0
2480,@motivatedelevated,It looks kinda like a Camaro,2022-09-20T16:59:28Z,0
2481,@TheTRUth375,It looks huge for a sports car,2022-09-20T16:57:43Z,0
2482,@georgegiannopouloscamarozl1028,"Looks like crappie but ZL1 1LE  rear window or the whole back of the car hhhhahhhaho Ford you have to trying better design next time. Fordperfomance team still trash I'll laugh with the owners on the roads with my monster ZL11LE 10 Speed Fordperfomance still trash team. Chevroleperfomance team already eating popcorn 🍿 and laugh with Ford Mustang team, For sure will be recall of the first week the new Ford Mustang the most ugliest design ever. RIP Ford Mustang. 🐎🤣🍿🗑️",2022-09-20T16:57:27Z,0
2483,@cerebrix,"The interior is hideous and the exterior seems like it can't decide which design language it's supposed to use.

I loathe it",2022-09-20T16:52:38Z,0
2484,@fast.splits.dismiss.hits.,They made an uglier ZLE.,2022-09-20T16:45:26Z,0
2485,@aleksei8884,holy this looks awesome,2022-09-20T16:43:07Z,0
2486,@fireflyfox93,"I have never been more excited for a car than this new Mustang 😍 I can't wait for it to come out, I have to get one!",2022-09-20T16:33:59Z,15
2487,@princegroove,Awesome looking Ford Camaro! 😂,2022-09-20T16:31:38Z,0
2488,@drewpinsky3365,"Ford: “how should we design the new mustang”
Designer: “CAMARO!”",2022-09-20T16:31:05Z,0
2489,@greekfreak384,I love the way a mustang sounds 🤤,2022-09-20T16:25:10Z,2
2490,@VanBurenOfficial,"The last ICE model year, already a 🦖 bring on the EV mustangs!",2022-09-20T16:10:52Z,0
2491,@iluvinternalcombustion,"Just the fact that the only powertrain options are internal combustion, one of them a V8 at that, is a massive win for all gearheads",2022-09-20T16:05:12Z,28
2492,@ast5515,"I'm sorry but it's ugly.
Camaro hips on a really messy looking design.
The new faster turn signals are terrible. It looks broken, especially the front where it's like the outer part of the running lights doesn't even light up all the way.
I sure hope they tossed the MT82 gearbox because a new, more sturdy manual is the only thing that could save this.",2022-09-20T15:58:00Z,0
2493,@timmbos,As a Mustang fan.....diggin the car.......but those screens look like a screwed on afterthought. Terrible integration into the dash.,2022-09-20T15:56:38Z,0
2494,@gaz8003,bad interior... i wish they kept the 550 interior at least. I hate the ipad design...,2022-09-20T15:42:20Z,0
2495,@AUDIS477,"So what bothers me about this car and the hype are a lot of the things it does, Camaro already does but it doesnt get the praise for it… and are we kidding ourselves to not see how this looks a LOT like the Camaro???",2022-09-20T15:31:19Z,0
2496,@teamhop,"Hey guys I’ve got some really great news to share with you, Jesus Christ, the Son of God, died on a cross and resurrected on the third day so you may all have eternal life. If you believe and repent of your sins and put your faith and trust in Him as you would a parachute jumping off a plane at 25000 feet up in the air, He will give you eternal life in heaven as a free gift and I promise you, He will change your life forever as He did mine. He is the ONLY way to heaven and He loves you all. Please think deeply about this with urgency because this is your eternal life and soul, you don’t know when you could die, meaning you could die at any moment, so please consider this with all your heart. If anyone tells you that Jesus isn’t the only way, they are lying to you and they don’t care about your future. Thx for reading.",2022-09-20T15:30:31Z,0
2497,@FancyAnimal,No one has caught the Eleanor hood leading edge treatment.,2022-09-20T15:27:43Z,0
2498,@yusufgokce7524,can't wait to run over a crowd with my new mustang 😍,2022-09-20T14:56:52Z,0
2499,@BrotherMichigan,My God that interior is awful...,2022-09-20T14:54:56Z,0
2500,@trustno_one,I don't like it. The 2019 model restyling which is from 2018 if I don't mistake it's the best to me.,2022-09-20T14:54:30Z,0
2501,@EDDYEAGLE,I don’t like these ford screens. They look cheap and tacky,2022-09-20T14:50:41Z,1
2502,@jjlad5037,Lost me at the screen.,2022-09-20T14:43:03Z,0
2503,@gumunderthetable,Doesn't look very new. Looks like the last one they made.,2022-09-20T14:38:25Z,0
2504,@BadScorpio,The Dark Horse is absolutely beautiful!,2022-09-20T14:32:48Z,0
2505,@BadScorpio,The Dark Horse is absolutely beautiful!,2022-09-20T14:32:31Z,0
2506,@Cody-hx1uq,It's not electric?,2022-09-20T14:24:06Z,0
2507,@Cimbee,This car is ugly!!!!,2022-09-20T14:16:36Z,0
2508,@orilion1820,"I'm a Ford guy, a mustang fan boy. This feels like a paid advertisement.",2022-09-20T14:06:43Z,0
2509,@chuckmaddison2924,"I still prefer my 2005 lancer.
No payments 
Cheap to run 
Can park anywhere and not worry about it getting banged. 
Doesn't need washing. 
It's got 4 cylinders which is half a V8 and if you floor it on smooth concrete it squeaks. 
What more could anyone want?",2022-09-20T14:03:41Z,0
2510,@gadgetmantwincities,It’s a NEW New edge!,2022-09-20T13:59:41Z,0
2511,@sirtoliver7297,Trash,2022-09-20T13:57:41Z,0
2512,@orilion1820,"I think Ford really screwed up not keeping the in dash 12"" digital cluster. The screens look like ass!",2022-09-20T13:57:41Z,0
2513,@orilion1820,"How many times can Doug say ""modern"" 🙄",2022-09-20T13:53:54Z,0
2514,@darrenjones877,Has a lot of my camaro lines... theres a reason i cant walk away without looking back at my sexy car. 2013 ZL1,2022-09-20T13:48:16Z,0
2515,@antwainpowell4483,"I finally figured out who you sound like, you sound like Sheldon from The Big bang theory",2022-09-20T13:36:18Z,0
2516,@user-ls1rt8sw2j,"Interior doesn’t match the exterior, the gauge cluster looks cheap like an iPad stuck into the dash, integrate is better",2022-09-20T13:35:54Z,0
2517,@jamesedmonds1350,"So it's a computer you can't drive. 
                     😄",2022-09-20T13:27:51Z,0
2518,@teebird6055,Very nicely done and I am very excited that they have kept a mustang looking like a mustang beautiful body as always we'll just have to wait and see how the new power plants perform thank you again Ford for keeping the mustangs on top,2022-09-20T13:20:21Z,12
2519,@nicholasjaworski9368,That blue glow really gives original battlefield 3 vibes,2022-09-20T12:56:56Z,0
2520,@Garebare1,The interior kills it for me. They almost had it pretty good and then they gave us the ugly screens,2022-09-20T12:56:18Z,0
2521,@lordkoto14,"Am I the only one that has a HUGE problem with those enormous bezels around the screens?? The car looks fantastic, amazing, beautiful, but then the screens with those huge bezels...",2022-09-20T12:54:19Z,0
2522,@fuhrerali2111,Doug's sweaty palms can't turn on the a/c good job Ford..,2022-09-20T12:46:26Z,0
2523,@MrMvp8402,Am I the only one that thinks the rear od the car (from the rear window back) looks a lot like 2016 and up camaro?,2022-09-20T12:45:04Z,0
2524,@Randomototo,Lazy Mercedes dashboard design…,2022-09-20T12:28:31Z,0
2525,@julio7842,The car looks too big and bulky.,2022-09-20T12:17:35Z,0
2526,@sergecaron4834,American cars need to stop being revamping traditional models and create like they were doing in the 50ties. Hollywood should do the same.,2022-09-20T12:00:21Z,0
2527,@miladrahim5437,They really massacred Mustang.,2022-09-20T11:59:25Z,0
2528,@Just_A_Gun_Guy,"Ugly.  Rear looks like a Camaro, front just looks terrible",2022-09-20T11:59:15Z,0
2529,@MikeBiddle,If you take a shot every time he says evolution or revolution you will get alcohol poisoning.,2022-09-20T11:57:23Z,0
2530,@huffhuff4110,Yuck. Not a fan at all. Too many sharp edges. Not classic looking at all for a mustang.,2022-09-20T11:56:19Z,0
2531,@Travdidthat,Too bad Evs will make these cars irrelevant,2022-09-20T11:48:20Z,0
2532,@andrewsDoc938,Finally a Charger with twin screens 🙄,2022-09-20T11:44:59Z,1
2533,@fuckoffyou,Only LCD screens are so stupid and date a car in a few years.,2022-09-20T10:47:47Z,0
2534,@joelramos3326,So no one is going to say it looks just like a Camaro?!,2022-09-20T10:46:22Z,0
2535,@DeezVideoPictures,The only negative thing about this cool car is that there are going to be way too many on the road. Everyone is going to get one,2022-09-20T10:42:06Z,0
2536,@MrMJmusicLover,From the side of it ....... front says Ford Mustang.  But the back says  Chevy Camaro.  🤔,2022-09-20T10:29:10Z,0
2537,@julesdinoy7717,looks like camaro's belly part hahhaha,2022-09-20T10:22:59Z,0
2538,@Knight_wz,Quiet Start mode: least thought of mod ever,2022-09-20T10:22:50Z,0
2539,@mikehere5331,🫤,2022-09-20T10:11:51Z,0
2540,@haymaker3649,"2017 mustangs are the best looking ones in the modern era, higher is kinda ugly so far.....",2022-09-20T09:46:45Z,0
2541,@5.0_Lex_,Can't have a new car without Doug exploring it's quirks and features 🔥🔥,2022-09-20T09:01:00Z,1
2542,@bando5959,A Camaro fucced a Mustang?! Aha,2022-09-20T08:53:59Z,0
2543,@chromexcelcrafter4545,Is this the Vapor Blue color?,2022-09-20T08:46:05Z,0
2544,@jasoncarrion3606,Am I tripping or does this lowkey look like a Camaro 😭💀,2022-09-20T08:31:20Z,0
2545,@84viper,"3:33 funny, I don't see the Ford Mustang Mach-E among the other mustang silhouettes.. I wonder why is that Ford? Is it not a Mustang after all?",2022-09-20T08:26:31Z,0
2546,@cpanczak,I'll take an M4 any day of the week,2022-09-20T08:23:04Z,0
2547,@frylochenn,I need a count for how any times Doug says “New Mustang” 😂,2022-09-20T08:14:01Z,0
2548,@plague1313,Ford Camaro,2022-09-20T08:13:42Z,0
2549,@marauderhot,"The dash is hideous, looks like an 80's GM product.",2022-09-20T07:59:32Z,0
2550,@devgurung6032,Its looks like Toyota 86 and Subaru BRZ ❤,2022-09-20T07:49:30Z,0
2551,@sippysippy147,She’s beautiful.,2022-09-20T07:49:02Z,0
2552,@barrymitchell7732,Weight ???,2022-09-20T07:28:59Z,0
2553,@barrymitchell7732,You are giving me stress.,2022-09-20T07:26:26Z,0
2554,@thebruiserweight8131,"Remote Rev is cool and could be a thief deterrent, if you live in a state that allows for dark tinted windows.",2022-09-20T07:23:22Z,0
2555,@hockeysyko1,Kind of looks like a Camaro from certain angles,2022-09-20T06:58:23Z,0
2556,@feliciapooh1675,https://youtu.be/DvI3MmU2RHE,2022-09-20T06:57:11Z,0
2557,@robertlane913,nice,2022-09-20T06:45:05Z,0
2558,@LiLsIcKViDeOs,Those square screens are hideous,2022-09-20T06:40:49Z,0
2559,@calebhudson3156,Thank god they didn’t go hybrid or electric!!!,2022-09-20T06:39:58Z,0
2560,@LiLsIcKViDeOs,They completely flopped on this one. Nothing says muscle car about the exterior or interior.,2022-09-20T06:38:05Z,0
2561,@Jomitheelf,"I hate the dash, it looks like a sedan interior…",2022-09-20T06:37:17Z,0
2562,@LiLsIcKViDeOs,That shits ugly. It looks like a Maserati from the front and retarded at the back and like it used to look like 100 years ago from rhe side.,2022-09-20T06:29:45Z,0
2563,@orthoking2722,When a Camaro and a Challenger have a baby,2022-09-20T06:25:29Z,0
2564,@cmcconn100,The Focus RS has 350 horses out of the current 2.3. I'd expect more out of the new motor. The new 5.0 needs at least 500 horses or ill buy something else 🤔,2022-09-20T06:25:16Z,0
2565,@yashe6780,am I the only one who hates these afterthought screens?,2022-09-20T06:21:04Z,0
2566,@aaronthornton1787,Why it says 140 mph 🤔,2022-09-20T06:03:01Z,0
2567,@Sarrus25,Such a sellout. Come back to YouTube when you aren't paid for reviews anymore,2022-09-20T05:51:22Z,0
2568,@thtgamerguy8596,I love the outside design! But what the fuck did they do to interior 😫I want my cockpit design back!,2022-09-20T05:42:35Z,0
2569,@basedneeble7350,It looks worse lol,2022-09-20T05:23:30Z,0
2570,@JohnDoe-dc6nr,Too many ads,2022-09-20T05:19:39Z,0
2571,@expiredcheetos1985,rear looks like a camero,2022-09-20T05:18:12Z,1
2572,@jmendozas197,"“Most thorough tour yet” 
Raiti’s Rides actually went into more detail and had a more informative video…",2022-09-20T05:17:09Z,0
2573,@KnightRiderWRX,Looks like a camero.,2022-09-20T05:10:27Z,0
2574,@notchit3542,they all learned this from Porsche. No need to change the body if you don't have to.,2022-09-20T05:02:36Z,0
2575,@buckamoona,"he must be blind, ford has been updating mustangs exterior every generation unlike the challenger which has been pretty much the same since 2007 LOL how does he even compare the two lmao",2022-09-20T04:59:57Z,0
2576,@user-ye9ph5iq5z,"I Was looking forward to this video and seeing what the new Mustang had to offer, but couldn’t make it through the entire video his voice is so annoying",2022-09-20T04:57:19Z,0
2577,@Swath_,the dashboard is gross with those screens,2022-09-20T04:51:58Z,0
2578,@jwhogangr,Looks just like the Camaro but in a weird way😂,2022-09-20T04:50:00Z,0
2579,@GYisrael,I had to pause the video to appreciate Doug’s ability as an orator. Excellent work as always,2022-09-20T04:42:52Z,0
2580,@hernanbeltran87,Am I the only one noticing the 140 MPH???,2022-09-20T04:39:11Z,0
2581,@barrettson1028,"Its gettin uglier and uglier every year. Come on Ford, Make Mustangs Great Again",2022-09-20T04:31:23Z,0
2582,@ramirolopez2252,First time I’m excited for a mustang,2022-09-20T04:29:29Z,0
2583,@staciecs77,❤️‍🔥❤️‍🔥❤️‍🔥,2022-09-20T04:25:17Z,0
2584,@prestonhd1497,2024 mans living in the future we ain’t even got the 23 mustang,2022-09-20T04:24:36Z,0
2585,@PublicCourtCam,It’s like they took a some hints from Audi,2022-09-20T04:22:16Z,0
2586,@cavemaster,Nice Camero,2022-09-20T04:16:17Z,0
2587,@dmozart7,I think The front lamp have a downgrade design 🫠,2022-09-20T04:03:45Z,0
2588,@wsEchoPark213,Really badass and mean and aggressive look 💪🏽😎,2022-09-20T04:01:50Z,1
2589,@krisskim9637,"Honestly, it kinda reminds me of a BMW.",2022-09-20T03:52:09Z,0
2590,@detslutarmed,Combine the new outside with the previous inside and you have a winner. Digital gauges will not age well.. Special not when the menus look like an early video game.,2022-09-20T03:51:21Z,0
2591,@musquito333,so tiring listening to you,2022-09-20T03:50:30Z,0
2592,@beyerdr,"its neat but I personally am not a fan of the whole ""reconfigurable"" dashboard. Call me old fashion but I enjoy having actual gauges.",2022-09-20T03:46:51Z,0
2593,@marcusweaver9728,My first reaction is it looks like a Camaro,2022-09-20T03:42:57Z,0
2594,@larryulstrom4749,The all-screen dash has got to go... Everything else looks good.,2022-09-20T03:36:25Z,0
2595,@rob.granger,That's a Camaro Baby... Austin Powers,2022-09-20T03:25:48Z,0
2596,@BROCKLIROB,it has lines like a camaro,2022-09-20T03:21:50Z,0
2597,@vincentqiao5930,I need this remote rev function. So I can rev it when my roommate’s sleep and give him a taste of his own medicine of his shitty noisy custom-exhaust civic.,2022-09-20T03:21:42Z,0
2598,@Proven_Data,The back looks like a SS Comaro.,2022-09-20T03:17:52Z,0
2599,@rohto7,Thought I was scrolling past a Camaro,2022-09-20T03:15:06Z,0
2600,@jacobstrutner8232,What bunch of monkeys think staring at dual monitor in a car is a good design? Make real useful gauge clusters again. Get rid of this shit.,2022-09-20T03:14:47Z,0
2601,@_zoid,3:50 James from Throttle House will be happy to hear that,2022-09-20T03:13:40Z,1
2602,@briansegers674,Those screens are terrible,2022-09-20T03:13:29Z,0
2603,@TheMotorRAJ,"Still Horrendous Yuk.  They just get more ugly with More Gizmo Throw-Up.   Just Bring back the Fox Body, exactly as it was!!  Without 1000 or more  extra pounds, without blue tooth, without screens and digital crap,  without cup holders and Navigation. So Tired of Cars that are more Appliance than Car.",2022-09-20T03:08:03Z,0
2604,@drazj,"That huge monitor do not belong in a car like that, at all.
Totally wrong approach, actually looks cheap.",2022-09-20T03:02:38Z,0
2605,@Dyrtboi,Looks almost like a camaro from the side,2022-09-20T03:02:26Z,0
2606,@jacobstrutner8232,Looks like a copy cat mixture of the ugly ass camaro and challengers. The previous gen being made right now is much better looking and stands out from anything on the road. T,2022-09-20T03:01:10Z,0
2607,@Lahemi347,Nice Camaro,2022-09-20T03:00:12Z,0
2608,@johnmcfaddenjr3558,anyone else getting camaro vibes from the rear fender wells?,2022-09-20T02:59:56Z,0
2609,@QuesoTornado,It’s the Ford Sonata SS,2022-09-20T02:55:42Z,0
2610,@coryharlow995,That big front opening looks stupid! Rest if the exterior is nice.,2022-09-20T02:44:36Z,0
2611,@Regdor,boring interior,2022-09-20T02:43:17Z,0
2612,@JUSTRYINGTOWATCH,The bezels on those dash screens are disgustingly large.,2022-09-20T02:40:52Z,0
2613,@rooh5825,"It appears Ford hasn't learned their lesson, the lesson learned by other auto manufacturers.  You need to have certain things controlled by physical knobs.  It is very aggravating to have to ""touch"" to get to something that for decades you just had to reach and spend half a second adjusting.",2022-09-20T02:38:51Z,0
2614,@diannecloyes3572,A blend between a camaro and a mustang.,2022-09-20T02:29:51Z,0
2615,@elcompavergolia9986,From the side it looks like a camaro,2022-09-20T02:12:24Z,0
2616,@rahilrampersad7166,Doug said the word evolution way too many times,2022-09-20T02:11:06Z,0
2617,@IntoThePromiseLAND,looks a lot more like a Camaro now.... cool...,2022-09-20T02:10:30Z,0
2618,@Unknown-qx1mq,Did ford pay gta for this design,2022-09-20T02:04:31Z,0
2619,@starlightwolves1525,Ford knocked it out the park with this one. My only complaint would be the dash. Kudos for for all the tech but it looks more like sitting at a computer desk than in a sports car. Hopefully that’s not the case.,2022-09-20T01:54:58Z,0
2620,@chrisg5712,NO RIDE?,2022-09-20T01:53:15Z,0
2621,@Frank-sy3li,Looks like a Camaro,2022-09-20T01:52:07Z,0
2622,@slightlynuts,"But there isn't a silhouette of the 71-73 body style. ??? Did ford forget they exist, just like they forgot that mustangs are supposed to be 2 doors?",2022-09-20T01:46:19Z,0
2623,@JustinRiley1987,To me this looks like a mustang had a baby with a Camaro.,2022-09-20T01:45:02Z,0
2624,@MrPancake1225ayylmao,"I really don't care for that massive infotainment system and digital dash. Kinda ruins what I would otherwise consider to be an acceptable interior. Other than that, pretty impressed with Ford.",2022-09-20T01:39:15Z,0
2625,@maitreyoda7404,"2024 ?? Why not 2030 Mustang lol .

It looks nice but the rear is really Camaro-like .",2022-09-20T01:38:54Z,0
2626,@bigdaddyswole,Hate it,2022-09-20T01:32:10Z,0
2627,@Akac3sh,It’s literally been the same car for 30 years,2022-09-20T01:22:23Z,0
2628,@chrisgalosson4018,this guy is so over exaggerated....,2022-09-20T01:15:55Z,0
2629,@henryfung4056,redesign?  Looks almost the same.,2022-09-20T01:14:32Z,0
2630,@olchevy7983,Camaro looking a bit,2022-09-20T01:14:25Z,0
2631,@cbx500cbx,Now I must win the lotto.,2022-09-20T01:13:43Z,0
2632,@ericd7881,Anybody else find the max speed listed on the speedometer at 140 lame? Don't tell me this 5.0 is governed below!,2022-09-20T01:10:28Z,0
2633,@samersleiman894,I’ll be honest I think ford just copied the camero,2022-09-20T01:05:01Z,0
2634,@aaronvenn8660,Still not a fan of all these Japanese anime folding creases on cars. I'm looking forward to them going out of style.,2022-09-20T01:01:42Z,0
2635,@Naeromusic,"Nice exterior, I like it but man the infotainment and dash system really doesn't look that great",2022-09-20T00:59:23Z,0
2636,@snoodlegirl1794,❤️,2022-09-20T00:50:52Z,0
2637,@BrandonMXS,S550 digital dash was nicer imo,2022-09-20T00:50:52Z,0
2638,@sbbolton66,Looks like a Camaro.,2022-09-20T00:41:25Z,0
2639,@gropeandchange5490,I like the BMW wheels on a Mustang.,2022-09-20T00:40:24Z,0
2640,@saabinit5457,If the Elanta N and Camaro had a kid,2022-09-20T00:31:26Z,0
2641,@HORALE714,Trash....,2022-09-20T00:30:24Z,0
2642,@patricknolan546,Say evolution one more time.,2022-09-20T00:18:51Z,0
2643,@colmastro4373,2015 one looks 10x better lol,2022-09-20T00:11:43Z,0
2644,@Ale-Gonzalez,the camaro honda civic love child,2022-09-20T00:11:06Z,0
2645,@bobhinley5410,The dash looks corny.   Not for me.  Looks like something Toyota would do.  🙁,2022-09-20T00:10:25Z,0
2646,@PapaP86,"Completely new? Nah, not really. Same base platform, same chassis, same engines with some minor tweaks, new body and interior...",2022-09-20T00:06:02Z,0
2647,@jaxSon323,Sweet Camaro 😂,2022-09-20T00:04:21Z,0
2648,@XxskoolxX,That screen is ugly,2022-09-19T23:58:29Z,0
2649,@den2178,Bring a trailer is where it’s at.,2022-09-19T23:52:25Z,0
2650,@mscottsimon,"I haven’t started watching this yet but wow, this looks more like a Camaro than the Camaro looks like a Camaro.",2022-09-19T23:37:17Z,1
2651,@x09carnage70,I’ve never cared for mustangs… always liked chevy and still very much do… but this…. I really like it,2022-09-19T23:28:21Z,0
2652,@johngatsby1473,That mustang is definitely going to be sitting in front of some super nice double wides.  That's fer Dem rich fellers.,2022-09-19T23:26:38Z,0
2653,@FamilyWinn,Yawn...,2022-09-19T23:26:24Z,1
2654,@nicholasshannon2763,why would anyone buy this when literally any tesla is faster than this,2022-09-19T23:18:11Z,0
2655,@hatersgotohell627,The lcd screens ruin the interior feel of a sports car,2022-09-19T23:17:28Z,0
2656,@tmwtpbrent14,"It's looking more and more like trashy plastic glue-ons. What happened to sleek, semi-boxy, classic styling? That giant rear wing is a joke. The squeezed look on the sides and bulbous hood look plain gay. The color is kind of nice. All the little extra features might appeal to the millennial instagram influencer generation, but that doesn't make it right. 

Meh.",2022-09-19T23:11:23Z,0
2657,@terrellblanco4427,"I like the car but the rumors of locking up the ecu to prevent engine modifications got me wondering. And the interior is nice but I believe the 2023 on down mustangs were the last years of a retro muscle car interior look. I’m leaning to stick with my 2020 GT, My opinion🤷🏾‍♂️",2022-09-19T23:08:41Z,0
2658,@mgreen5207,Pretty soon you’ll just see a big flat screen tv in front of you.,2022-09-19T23:07:24Z,0
2659,@jhershy1381,Cool rebodied camaro.   Cmon ford stop.   The e mustang was bad enuff,2022-09-19T23:05:56Z,0
2660,@RonnieTheFish,"Its a beautiful car 100% , but i'm just not sure about this one.. I would really have to see it in person. I can't help it i'm still stuck in the older 2014 era mustangs, really like the body style .",2022-09-19T23:04:39Z,0
2661,@charlesx4399,Interior screens look tacky,2022-09-19T23:02:14Z,0
2662,@Unlimited_Soda,Looks like chevy tried to make a mustang this one is ugly compared to previous years.,2022-09-19T23:01:17Z,0
2663,@CouchConvoReport,I need you guys to subscribe so i can afford this otherwise its a piece of shit creation !,2022-09-19T22:53:24Z,0
2664,@cwdrummercwc4128,Ha!!! Looks like a Camaro…nice try Ford,2022-09-19T22:51:51Z,0
2665,@poohwecampbell7799,To be honest the muscle car experience is being killed by technology to many screens it mines well be a Tesla,2022-09-19T22:49:49Z,0
2666,@chrismattice,Is the active exhaust only going to be offered on PP Mustangs or will it be standard or optioned like the current S550’s? He mentioned a different exhaust on the PP but didn’t mention what comes standard…,2022-09-19T22:46:19Z,1
2667,@rockemsockemrusbot684,Can you say facelift? Minor facelift,2022-09-19T22:45:32Z,0
2668,@poohwecampbell7799,Looks like the Camaro,2022-09-19T22:43:10Z,0
2669,@poohwecampbell7799,Ford needs the bigger front grill to make it more aggressive come on ford that grill looks retro,2022-09-19T22:42:01Z,0
2670,@ciudadanoalien6789,"""completely redesign"" .... What?? Really??? It's the same with a few LITTLE different things.

I mean it's nice it's cool but NOT completely Redesign",2022-09-19T22:41:14Z,0
2671,@dcrook1123,“More sharper”🤨?,2022-09-19T22:40:43Z,0
2672,@roberta.6399,Lolol  The new Ford Camaro... Lolol,2022-09-19T22:37:57Z,0
2673,@lizziizzi9528,I dont like the design,2022-09-19T22:31:57Z,0
2674,@leftnut9555,I never got the point of them showing a car that’s year 2024 on a year thats 2022 ☠️☠️☠️☠️☠️,2022-09-19T22:29:20Z,0
2675,@lizziizzi9528,Looks like a camaro,2022-09-19T22:29:17Z,0
2676,@cannabi0,2024 Is when I graduate bruh :(,2022-09-19T22:27:17Z,0
2677,@Ford_Raptor_R_720hp_V8,"*I Love High Tech.  Top Student in College in Math and Electronics.*

*Low-Tech is Boring.*",2022-09-19T22:25:51Z,0
2678,@francischang,I absolutely hate that it has a screen instead of a gauge cluster. That is some of the laziest ugliest design. That's a dealbreaker for me.,2022-09-19T22:21:30Z,0
2679,@AngryDogPerformance,Horrible obviously paid review,2022-09-19T22:21:08Z,0
2680,@andrewbochicchio4289,The last mustang was the most beautiful....I think I'm gonna buy one now that this camaro replaced it,2022-09-19T22:20:58Z,0
2681,@joehernandez8208,Trash,2022-09-19T22:18:33Z,0
2682,@bc48233,"Doug, I think you’re mistaken. That isn’t a Mustang, that’s a 6th Gen Camaro lol",2022-09-19T22:16:18Z,0
2683,@dhank2242,"It looks cool, but calling this an ALL NEW or BRAND NEW is a joke. They rounded a curve here, sharpened an angle there and gave the S550 Mustang a face/ass lift. I don't blame Ford for being lazy with this one, it's likely the last ICE Mustang we'll ever see so they didn't want to drop too much money on a whole new platform.

I love how you say, ""At first glance it looks like the outgoing model."" While yes, that is true, but also after looking at it for days, it's damn near identical between the headlights and taillights.",2022-09-19T22:12:59Z,0
2684,@tcd42019,"Is literally a 6th gen camaro with a pony badge, more interior screens, and roof usb ports way to be original ford lol 😆",2022-09-19T22:08:40Z,0
2685,@THRASHDEATH,Can't wait to see one warp around a tree!,2022-09-19T22:08:33Z,0
2686,@jakehudson7118,As a mustang fan this car looks badass,2022-09-19T22:08:29Z,1
2687,@volkris,Gosh I hate the giant screens and lack of physical buttons.,2022-09-19T22:05:58Z,0
2688,@randyary5285,"ugly go back and try again,I have owned over 18 mustangs from 1965 to 2006, they looked like a mustang, today they look like a import from Asia",2022-09-19T22:05:14Z,0
2689,@Cypher2Kill,"Besides the screens, the interior looks like from 1985… :/",2022-09-19T22:01:59Z,0
2690,@Jon-yh3gb,Remote rev should have been an option in the infotainment. Suggested alternatives for a key fob button: roll the windows up or down. (Maybe fold down the roof for the convertible),2022-09-19T22:00:11Z,1
2691,@wyattparsons3273,Camarostang,2022-09-19T21:59:26Z,0
2692,@lolzlolz102,"Awful interior compared to current gen. I wish manufacturers would stop designing dash’s with just screens. I want physical dials ,needles and knobs!",2022-09-19T21:59:15Z,0
2693,@user-op1tq9ur3t,Looks like a camaro,2022-09-19T21:51:01Z,0
2694,@Driftbroski686,Initially I thought it was ugly but I suppose it isn’t so bad now seeing it in different angles. I’m sure like it better in person as well,2022-09-19T21:44:41Z,4
2695,@hobby_dude_,I'm almost thought it was a camaro at first glance from side....,2022-09-19T21:44:41Z,0
2696,@1Himiko7Toga,It's 2022 though,2022-09-19T21:41:25Z,0
2697,@rhem,Looks awful,2022-09-19T21:37:43Z,0
2698,@raphaelszok8561,Guess those women with the higher the hair the higher to Heaven hairdoo can fit in there without messing that new doo up.,2022-09-19T21:36:11Z,0
2699,@fodtboy121,"Bro these vids could be put in a short, mad long for no reason",2022-09-19T21:30:32Z,0
2700,@chrisparish885,I assume they're discontinuing the Cobra name?,2022-09-19T21:15:04Z,0
2701,@MrRemo58,Looks a lot like a late 90s,2022-09-19T21:12:06Z,0
